Gatsibo,Muhanga,Gicumbi,Kicukiro,Rulindo,Nyaruguru,Rwamagana,Kamonyi,Gasabo,Ngororero,Rubavu,Nyamagabe,Burera,Nyabihu,Gakenke,Nyamasheke,Kirehe,Nyagatare,Bugesera,Karongi,Huye,Musanze,Rusizi,Ngoma,Nyarugenge,Gisagara,Kayonza,Ruhango,Nyanza,Rutsiro
43373.355,43331.598,43373.355,43321.16,43362.92,43216.742,43321.16,43321.16,43342.04,43342.04,43373.355,43258.516,43404.68,43373.355,43362.92,43268.96,43289.836,43415.117,43289.836,43300.28,43248.07,43394.234,43237.63,43289.836,43321.16,43227.188,43342.04,43289.836,43268.96,43331.598
43369.97,43327.53,43369.97,43316.92,43359.36,43210.8,43316.92,43316.92,43338.14,43338.14,43369.97,43253.254,43401.793,43369.97,43359.36,43263.867,43285.09,43412.406,43285.09,43295.703,43242.64,43391.188,43232.027,43285.09,43316.92,43221.418,43338.14,43285.09,43263.867,43327.53
43366.625,43323.516,43366.625,43312.74,43355.844,43204.938,43312.74,43312.74,43334.29,43334.29,43366.625,43248.062,43398.953,43366.625,43355.844,43258.844,43280.4,43409.73,43280.4,43291.18,43237.28,43388.18,43226.496,43280.4,43312.74,43215.72,43334.29,43280.4,43258.844,43323.516
43363.324,43319.55,43363.324,43308.605,43352.383,43199.15,43308.605,43308.605,43330.496,43330.496,43363.324,43242.938,43396.156,43363.324,43352.383,43253.883,43275.773,43407.098,43275.773,43286.72,43231.996,43385.21,43221.043,43275.773,43308.605,43210.098,43330.496,43275.773,43253.883,43319.55
43360.082,43315.656,43360.082,43304.547,43348.977,43193.445,43304.547,43304.547,43326.76,43326.76,43360.082,43237.89,43393.402,43360.082,43348.977,43249.0,43271.22,43404.508,43271.22,43282.33,43226.777,43382.293,43215.668,43271.22,43304.547,43204.555,43326.76,43271.22,43249.0,43315.656
43356.89,43311.812,43356.89,43300.547,43345.625,43187.83,43300.547,43300.547,43323.082,43323.082,43356.89,43232.92,43390.695,43356.89,43345.625,43244.19,43266.734,43401.965,43266.734,43278.008,43221.65,43379.426,43210.375,43266.734,43300.547,43199.105,43323.082,43266.734,43244.19,43311.812
43353.754,43308.043,43353.754,43296.613,43342.33,43182.305,43296.613,43296.613,43319.47,43319.47,43353.754,43228.035,43388.04,43353.754,43342.33,43239.465,43262.33,43399.465,43262.33,43273.758,43216.6,43376.613,43205.17,43262.33,43296.613,43193.742,43319.47,43262.33,43239.465,43308.043
43350.676,43304.34,43350.676,43292.754,43339.094,43176.88,43292.754,43292.754,43315.926,43315.926,43350.676,43223.234,43385.43,43350.676,43339.094,43234.83,43257.996,43397.01,43257.996,43269.586,43211.65,43373.848,43200.062,43257.996,43292.754,43188.473,43315.926,43257.996,43234.83,43304.34
43347.668,43300.71,43347.668,43288.973,43335.926,43171.56,43288.973,43288.973,43312.453,43312.453,43347.668,43218.53,43382.875,43347.668,43335.926,43230.27,43253.758,43394.613,43253.758,43265.492,43206.79,43371.14,43195.05,43253.758,43288.973,43183.305,43312.453,43253.758,43230.27,43300.71
43344.715,43297.16,43344.715,43285.27,43332.83,43166.348,43285.27,43285.27,43309.047,43309.047,43344.715,43213.92,43380.38,43344.715,43332.83,43225.816,43249.6,43392.266,43249.6,43261.49,43202.03,43368.49,43190.137,43249.6,43285.27,43178.242,43309.047,43249.6,43225.816,43297.16
43341.83,43293.688,43341.83,43281.65,43329.793,43161.25,43281.65,43281.65,43305.723,43305.723,43341.83,43209.414,43377.938,43341.83,43329.793,43221.457,43245.535,43389.973,43245.535,43257.57,43197.38,43365.902,43185.332,43245.535,43281.65,43173.293,43305.723,43245.535,43221.457,43293.688
43339.016,43290.293,43339.016,43278.113,43326.836,43156.27,43278.113,43278.113,43302.477,43302.477,43339.016,43205.016,43375.56,43339.016,43326.836,43217.195,43241.566,43387.74,43241.566,43253.75,43192.83,43363.38,43180.645,43241.566,43278.113,43168.457,43302.477,43241.566,43217.195,43290.293
43336.277,43286.992,43336.277,43274.668,43323.953,43151.414,43274.668,43274.668,43299.312,43299.312,43336.277,43200.723,43373.242,43336.277,43323.953,43213.047,43237.695,43385.562,43237.695,43250.023,43188.395,43360.918,43176.066,43237.695,43274.668,43163.742,43299.312,43237.695,43213.047,43286.992
43333.613,43283.777,43333.613,43271.316,43321.156,43146.684,43271.316,43271.316,43296.24,43296.24,43333.613,43196.547,43370.99,43333.613,43321.156,43209.01,43233.934,43383.45,43233.934,43246.4,43184.082,43358.527,43171.62,43233.934,43271.316,43159.156,43296.24,43233.934,43209.01,43283.777
43331.027,43280.656,43331.027,43268.062,43318.434,43142.098,43268.062,43268.062,43293.25,43293.25,43331.027,43192.492,43368.8,43331.027,43318.434,43205.09,43230.277,43381.395,43230.277,43242.875,43179.895,43356.207,43167.297,43230.277,43268.062,43154.695,43293.25,43230.277,43205.09,43280.656
43328.523,43277.633,43328.523,43264.91,43315.8,43137.645,43264.91,43264.91,43290.35,43290.35,43328.523,43188.56,43366.684,43328.523,43315.8,43201.29,43226.734,43379.406,43226.734,43239.46,43175.832,43353.965,43163.105,43226.734,43264.91,43150.375,43290.35,43226.734,43201.29,43277.633
43326.098,43274.707,43326.098,43261.86,43313.25,43133.34,43261.86,43261.86,43287.56,43287.56,43326.098,43184.758,43364.64,43326.098,43313.25,43197.605,43223.312,43377.49,43223.312,43236.16,43171.906,43351.793,43159.047,43223.312,43261.86,43146.195,43287.56,43223.312,43197.605,43274.707
