system:index,Bugesera,Burera,Gakenke,Gasabo,Gatsibo,Gicumbi,Gisagara,Huye,Kamonyi,Karongi,Kayonza,Kicukiro,Kirehe,Muhanga,Musanze,Ngoma,Ngororero,Nyabihu,Nyagatare,Nyamagabe,Nyamasheke,Nyanza,Nyarugenge,Nyaruguru,Rubavu,Ruhango,Rulindo,Rusizi,Rutsiro,Rwamagana,date,.geo
2008_06_09,6117.552334116819,6407.484010892205,6685.465382823293,6531.284882319502,6050.4747752169405,7090.788139274314,6787.825745025928,6566.461397210145,6203.845553882159,6044.2122177143165,5410.92728244764,6237.90639486961,5710.39960877149,6252.07855492988,5759.575773719251,6368.052400591326,6149.621715377446,5527.660874456754,5743.538165131729,6410.069451514932,6341.864167510632,6633.599978766907,6183.789576086322,6809.4234133831515,6644.826312980821,6147.213065900256,6641.831120586118,7063.603523571319,5200.833198568227,6619.027455777089,2008-06-09,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_06_25,5594.0669014301475,6149.138504200873,6303.76117573318,6058.630389994315,5495.469551092098,6616.453399023325,6035.565481189727,5885.066594537554,5732.278590639966,5660.8282633049,4965.369512831048,5879.310354906791,5268.687799493146,6103.104541131359,6457.612877717736,5892.941339369108,6256.026552592918,6238.597536005111,5030.7081205997565,6574.3074835714015,6458.171364370043,6060.699192560858,5823.227094510936,6692.576773816833,6242.325898741838,5617.796370254044,6325.767248588221,7171.877572375656,5450.18176514921,6025.314520177032,2008-06-25,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_07_11,5194.263137486135,5195.305721786197,5889.166353263555,5682.5185059693085,5096.140389428138,6037.161380285746,5768.684530394744,5633.73423841916,5408.419788501305,4758.504135541223,4536.377428109596,5479.862018367935,4941.206113130228,5772.184406467487,5636.257318614732,5503.9108223334715,5608.415189277956,5440.243848045224,4584.196864259798,6263.177186492096,5186.853599528386,5757.47944753246,5512.3597370438065,6522.313610408713,4760.295408238155,5386.3577130542035,5596.227252235979,6088.1895506773135,3317.0251003558287,5556.811174552552,2008-07-11,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_07_27,4985.170443362475,5394.630176665813,5787.727799688262,5533.973180216031,4849.345901362471,6018.704722911374,5621.09185177677,5512.071621174368,5295.799662099181,4654.2985968039075,4314.921568061083,5325.350247575401,4601.678136603878,5676.371036700434,4965.666433401578,5196.248086654302,5633.066937757755,5241.966506074383,4284.0331260407365,5883.178771869396,5120.515780705121,5587.63356486127,5392.486129945167,6159.547961508577,5065.650204856958,5228.048089923381,5786.00096700151,6193.517171348427,3397.7984222162117,5399.758420489643,2008-07-27,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_08_12,4184.1890571266995,5013.745952051843,5160.814017439636,4840.835413303016,4406.847638466235,5532.652324692404,4950.935949491734,4856.451604340508,4612.075749550989,4478.33045559842,3992.3675568844587,4563.4944843592,4295.024183950856,5111.756767161344,5300.027332851949,4703.470290243288,5050.494181834969,5449.19027554733,3917.9607051312482,5772.049184273282,5196.801235388506,4895.79479091224,4601.780304816939,5979.2750995894185,5358.09073709323,4602.358661192,5018.305169844698,6260.314091476459,3770.272911910467,4615.167007453334,2008-08-12,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_08_28,4109.999420191928,5039.587611427064,5100.3534923646175,4646.505491756686,4421.554273361234,5406.108591017821,4907.733878768573,4855.7223320772255,4586.257051682253,4478.276534523973,3838.5259946201168,4414.801974757252,4061.3407238606105,5036.390120623805,5602.088799749042,4656.427049905753,5253.168527652157,5760.781467468723,4011.600726518015,5908.934342833372,5148.686680354627,4930.676176473157,4709.052436471909,5894.800445788147,5471.442514199278,4565.08092699183,4921.536083609505,5863.946794704391,3747.7092790582033,4493.750243065816,2008-08-28,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_09_13,4329.889552635477,5188.601185267024,4977.743095424318,4511.451715747586,5205.278509597517,5459.212970649083,4850.260831474995,4781.652355647993,4272.052913137002,4733.642893047138,4549.689604407344,4528.515927253174,4446.047442203839,5014.6786364528525,5906.4262941107645,4978.764484436173,5211.460049177338,6227.361031419838,5290.602089949812,5906.908027538333,5439.541115896201,4904.609743079616,4351.3406270267105,6034.045274168001,5855.50191929825,4507.652683713392,4869.4301935035455,6034.393287350723,4375.875681855889,4737.811932026807,2008-09-13,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_09_29,4059.320670323017,4314.33180686326,4666.992213458031,4632.762235361004,5425.14254261385,4769.281462757274,5105.775414868661,4738.040690221742,4346.343651340804,3167.1903190232297,4888.558318660069,4590.843691357959,4629.167675600888,4683.608288168604,4678.694315694904,4952.387679800507,3991.533435689937,4610.607917108978,5050.112508862321,3610.3038207414274,2895.49860599069,4834.792443637777,4686.1201653794,5045.435246749942,4209.592513345282,4439.656714858471,4549.066614703247,4286.562431071061,2032.7806757582478,4787.327853502835,2008-09-29,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_10_15,4506.031724465954,5408.215047418263,5547.305268500495,4848.4702035247365,5842.496172967248,5471.96117843892,5661.989285817726,5497.619254102193,4868.411826232581,4931.040758073008,5033.443170389976,5001.961159599905,4881.187382313869,5402.486237714946,6300.531223181934,5471.5696810026175,5618.3054089309935,6412.766633096527,6040.082385429687,5101.114629701042,4811.075193778781,5338.800323150176,4950.64337303225,5516.741514651556,6369.260044120591,4868.65397336793,4990.150678449634,6219.953989303839,4423.307933783884,5420.1249530402665,2008-10-15,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_10_31,5202.2283922333845,5646.028451968336,5404.089932556477,5905.881089512568,6710.1070110587725,6522.811883622552,6020.557301955107,5584.461334690599,5499.375828828586,5146.749534253477,6048.671545942801,5860.294286866981,6164.5684190431875,5100.118013575789,5572.336713894174,6147.667580651159,5051.423241411951,5991.639242562567,6580.040129727294,5190.145561307484,4895.9228638703,5652.912559754863,5528.8679862877325,4930.9693026531295,6481.5037920883315,5261.639847914436,5738.945346014,5632.2787414049135,4678.196695931605,6372.789149896966,2008-10-31,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_11_16,5825.454992861947,6205.647111624799,6206.592747325277,6235.583372177366,6947.46156510567,6708.855277531579,6636.325078515613,6105.694551110843,6184.013034910659,5827.659417664224,6436.5707690019235,5823.070965403123,6821.557201696735,5901.461960033586,6467.235573210568,6580.842152912291,6227.536365026779,6706.517341654279,7040.868717640811,5911.395438286338,4841.185168900751,6267.95394712923,5984.439374838728,5871.4629110112655,6620.514580905812,6048.137915654268,6262.339745365633,5845.559617087308,5320.3756638752975,6619.2193116165945,2008-11-16,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_12_02,5614.282618461441,6021.222533431208,6280.16440350588,5704.5996943780565,6616.303142130366,6345.313919343585,6692.1549579029,6252.03865084058,6435.052028765314,5786.255318287431,6150.649337196633,5312.330173073888,6634.462001509883,6129.855001071866,6171.033990295914,6472.718862155158,6322.171514320755,6343.652389380541,6918.721234077973,6716.676352252701,6258.792035939149,6455.175797469684,5967.609890069381,6778.783724979511,5484.07227006906,6283.3706106114205,6049.437509141117,6946.26885386202,4960.690360973763,5942.284218028309,2008-12-02,"{""type"":""MultiPoint"",""coordinates"":[]}"
2008_12_18,5242.236570666256,4387.757461135158,4910.9024264097225,5039.235781416644,5581.989506375271,4922.308291144282,5857.244645378006,5837.216491070106,5828.760117937197,4562.431364161498,5153.750703724716,4697.069030821297,6010.504566106404,5257.11798797702,4631.426209577123,5791.204555250818,5361.387696414402,5422.205778388603,5655.062465373053,5340.083413482409,5132.985087370087,5752.928199004921,5111.85178904528,5401.151528996366,4212.479911726395,5582.72045160697,4464.076974697369,5368.270315609721,2890.8356437647003,5556.980510755585,2008-12-18,"{""type"":""MultiPoint"",""coordinates"":[]}"
